id,category,subcategory,common_name_en,common_name_th,scientific_name,origin_region,typical_size_cm,lifespan_years,diet,habitat,activity_pattern,temperament,handling_level,care_level,beginner_friendly,recommended_enclosure,temperature_c_range,humidity_percent_range,social_needs,legal_status_hint_th,legal_class_source_th,wildlife_law_category_th,possession_status_th,possession_requirement_th,breeding_status_th,trade_status_th,import_export_status_th,release_status_th,animal_welfare_status_th,legal_note_th,danger_level,venomous_or_toxic,estimated_price_range_thb,reference_primary_source,reference_primary_url,reference_secondary_source,reference_secondary_url,reference_legal_source,reference_legal_url,data_confidence,review_status,source_scope_note
EXO214,Bird,Conure,Jenday Conure,Jenday Conure,Aratinga jandaya,South America,30,25,omnivore,arboreal,diurnal,loud,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO215,Bird,Conure,Nanday Parakeet,Nanday Parakeet,Aratinga nenday,South America,36,25,omnivore,arboreal,diurnal,loud,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO216,Bird,Conure,Gold-capped Conure,Gold-capped Conure,Aratinga auricapillus,South America,34,25,omnivore,arboreal,diurnal,active,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO217,Bird,Parrot,Crimson Rosella,Crimson Rosella,Platycercus elegans,Australia,36,20,omnivore,arboreal,diurnal,alert,medium,medium,no,species-specific enclosure; needs review,needs review,needs review,pair,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO218,Bird,Parrot,Eastern Rosella,Eastern Rosella,Platycercus eximius,Australia,30,20,omnivore,arboreal,diurnal,alert,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO219,Bird,Parakeet,Bourke's Parakeet,Bourke's Parakeet,Neopsephotus bourkii,Australia,20,15,granivore,arboreal,crepuscular,gentle,low,easy,yes,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO220,Bird,Parakeet,Lineolated Parakeet,Lineolated Parakeet,Bolborhynchus lineola,Central/South America,17,12,omnivore,arboreal,diurnal,gentle,low,easy,yes,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO221,Bird,Parakeet,Red-crowned Parakeet,Red-crowned Parakeet,Cyanoramphus novaezelandiae,New Zealand,28,15,omnivore,arboreal,diurnal,active,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO222,Bird,Parakeet,Alexandrine Parakeet,Alexandrine Parakeet,Psittacula eupatria,South Asia,58,30,omnivore,arboreal,diurnal,smart,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO223,Bird,Parakeet,Plum-headed Parakeet,Plum-headed Parakeet,Psittacula cyanocephala,South Asia,34,20,omnivore,arboreal,diurnal,calm,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO224,Bird,Parakeet,Derbyan Parakeet,Derbyan Parakeet,Psittacula derbiana,China/Tibet,50,25,omnivore,arboreal,diurnal,alert,medium,medium,no,species-specific enclosure; needs review,needs review,needs review,pair/group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO225,Bird,Parrot,Blue-headed Pionus,Blue-headed Pionus,Pionus menstruus,Central/South America,28,30,omnivore,arboreal,diurnal,calm,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO226,Bird,Parrot,Meyer's Parrot,Meyer's Parrot,Poicephalus meyeri,Africa,22,25,omnivore,arboreal,diurnal,calm,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,pair,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO227,Bird,Parrot,Jardine's Parrot,Jardine's Parrot,Poicephalus gulielmi,Africa,28,30,omnivore,arboreal,diurnal,smart,medium,medium,no,species-specific enclosure; needs review,needs review,needs review,pair,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,IOC World Bird List,https://www.worldbirdnames.org/new/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
